idx,rouge1_recall,rouge2_recall,rougeL_recall
0,0.12345679012345678,0.075,0.12345679012345678
1,0.09027777777777778,0.04195804195804196,0.06944444444444445
2,0.06293706293706294,0.02112676056338028,0.06293706293706294
3,0.10185185185185185,0.037383177570093455,0.06481481481481481
4,0.02,0.0,0.013333333333333334
5,0.02702702702702703,0.02040816326530612,0.02702702702702703
6,0.05925925925925926,0.022388059701492536,0.05185185185185185
7,0.05454545454545454,0.024390243902439025,0.048484848484848485
8,0.0625,0.03496503496503497,0.05555555555555555
9,0.024539877300613498,0.003076923076923077,0.015337423312883436
10,0.043076923076923075,0.021604938271604937,0.03076923076923077
11,0.0963855421686747,0.036585365853658534,0.08433734939759036
12,0.03076923076923077,0.0,0.03076923076923077
13,0.06756756756756757,0.0410958904109589,0.06756756756756757
14,0.07936507936507936,0.016129032258064516,0.047619047619047616
15,0.1320754716981132,0.038461538461538464,0.09433962264150944
16,0.058823529411764705,0.04477611940298507,0.058823529411764705
17,0.05263157894736842,0.0,0.017543859649122806
18,0.109375,0.047619047619047616,0.109375
19,0.027472527472527472,0.0055248618784530384,0.027472527472527472
20,0.08,0.030303030303030304,0.06
21,0.10465116279069768,0.058823529411764705,0.09302325581395349
22,0.06923076923076923,0.015503875968992248,0.06153846153846154
23,0.06293706293706294,0.014084507042253521,0.04895104895104895
24,0.03237410071942446,0.010830324909747292,0.02877697841726619
25,0.10869565217391304,0.022222222222222223,0.06521739130434782
26,0.038910505836575876,0.0234375,0.038910505836575876
27,0.06666666666666667,0.02702702702702703,0.05333333333333334
28,0.06470588235294118,0.03550295857988166,0.058823529411764705
29,0.03524229074889868,0.01327433628318584,0.01762114537444934
30,0.05128205128205128,0.025806451612903226,0.04487179487179487
31,0.11428571428571428,0.028985507246376812,0.08571428571428572
32,0.19148936170212766,0.08695652173913043,0.1702127659574468
33,0.07142857142857142,0.024,0.047619047619047616
34,0.0673076923076923,0.019417475728155338,0.057692307692307696
35,0.050505050505050504,0.01020408163265306,0.04040404040404041
36,0.03669724770642202,0.0,0.027522935779816515
37,0.04938271604938271,0.006211180124223602,0.037037037037037035
38,0.03954802259887006,0.017045454545454544,0.03954802259887006
39,0.07,0.020202020202020204,0.05
40,0.07079646017699115,0.008928571428571428,0.05309734513274336
41,0.050724637681159424,0.0364963503649635,0.050724637681159424
42,0.2857142857142857,0.14634146341463414,0.23809523809523808
43,0.05454545454545454,0.0,0.03636363636363636
44,0.06289308176100629,0.012658227848101266,0.03773584905660377
45,0.0423728813559322,0.008547008547008548,0.03389830508474576
46,0.07222222222222222,0.027932960893854747,0.03333333333333333
47,0.03571428571428571,0.0,0.026785714285714284
48,0.08045977011494253,0.0,0.08045977011494253
49,0.0423728813559322,0.0,0.03389830508474576
50,0.125,0.047619047619047616,0.09375
51,0.05952380952380952,0.012048192771084338,0.047619047619047616
52,0.02586206896551724,0.004329004329004329,0.02586206896551724
53,0.05454545454545454,0.01834862385321101,0.05454545454545454
54,0.0,0.0,0.0
55,0.03614457831325301,0.0,0.018072289156626505
56,0.08108108108108109,0.00909090909090909,0.07207207207207207
57,0.05970149253731343,0.03007518796992481,0.04477611940298507
58,0.03317535545023697,0.014285714285714285,0.03317535545023697
59,0.09183673469387756,0.030927835051546393,0.07142857142857142
60,0.10416666666666667,0.0,0.08333333333333333
61,0.031055900621118012,0.00625,0.024844720496894408
62,0.02631578947368421,0.0,0.02631578947368421
63,0.03125,0.005235602094240838,0.026041666666666668
64,0.06976744186046512,0.023529411764705882,0.05813953488372093
65,0.04672897196261682,0.009433962264150943,0.04672897196261682
66,0.06837606837606838,0.008620689655172414,0.05128205128205128
67,0.045454545454545456,0.0,0.022727272727272728
68,0.08256880733944955,0.037037037037037035,0.06422018348623854
69,0.1,0.02564102564102564,0.075
70,0.05454545454545454,0.018292682926829267,0.05454545454545454
71,0.011695906432748537,0.0,0.011695906432748537
72,0.024752475247524754,0.009950248756218905,0.024752475247524754
73,0.06779661016949153,0.02564102564102564,0.05084745762711865
74,0.05755395683453238,0.021739130434782608,0.050359712230215826
75,0.06060606060606061,0.01020408163265306,0.050505050505050504
76,0.012422360248447204,0.00625,0.012422360248447204
77,0.03825136612021858,0.01098901098901099,0.03278688524590164
78,0.029535864978902954,0.00847457627118644,0.016877637130801686
79,0.1388888888888889,0.0,0.1111111111111111
80,0.1,0.01694915254237288,0.08333333333333333
81,0.06206896551724138,0.020833333333333332,0.04827586206896552
82,0.04938271604938271,0.012422360248447204,0.030864197530864196
83,0.033707865168539325,0.0,0.033707865168539325
84,0.044534412955465584,0.02032520325203252,0.03643724696356275
85,0.07142857142857142,0.024096385542168676,0.05952380952380952
86,0.06015037593984962,0.022727272727272728,0.06015037593984962
87,0.075,0.0,0.05
88,0.056818181818181816,0.011428571428571429,0.05113636363636364
89,0.039525691699604744,0.015873015873015872,0.03162055335968379
90,0.24242424242424243,0.125,0.12121212121212122
91,0.04477611940298507,0.015151515151515152,0.04477611940298507
92,0.031088082901554404,0.0,0.025906735751295335
93,0.07865168539325842,0.022727272727272728,0.06741573033707865
94,0.16393442622950818,0.06666666666666667,0.14754098360655737
95,0.013392857142857142,0.0,0.013392857142857142
96,0.15584415584415584,0.06578947368421052,0.06493506493506493
97,0.06293706293706294,0.014084507042253521,0.04195804195804196
98,0.0380952380952381,0.0,0.01904761904761905
99,0.04672897196261682,0.018867924528301886,0.04672897196261682
