idx,precision,recall,f1
0,0.8698104023933411,0.7907045483589172,0.8283731937408447
1,0.8826509714126587,0.7751815319061279,0.8254328370094299
2,0.8501385450363159,0.7701927423477173,0.8081934452056885
3,0.8797520399093628,0.780821681022644,0.8273399472236633
4,0.8321540951728821,0.7458621263504028,0.786648690700531
5,0.8340137004852295,0.7733408212661743,0.8025321960449219
6,0.8665117025375366,0.7612345218658447,0.8104686141014099
7,0.8758702278137207,0.755372166633606,0.8111706376075745
8,0.8544856309890747,0.7469789981842041,0.7971238493919373
9,0.8465167880058289,0.7484717965126038,0.7944808006286621
10,0.8587583899497986,0.7493369579315186,0.8003248572349548
11,0.8616761565208435,0.8039531707763672,0.8318144679069519
12,0.83937007188797,0.7781866788864136,0.8076212406158447
13,0.8338213562965393,0.7738544940948486,0.8027195334434509
14,0.8524736762046814,0.7866871356964111,0.8182602524757385
15,0.8692266345024109,0.7905454635620117,0.8280211091041565
16,0.8378918170928955,0.8068051338195801,0.8220546841621399
17,0.8665443658828735,0.7800440788269043,0.8210221529006958
18,0.8707678318023682,0.7984507083892822,0.8330427408218384
19,0.8480819463729858,0.7482364177703857,0.7950366139411926
20,0.8314138054847717,0.7723839282989502,0.8008125424385071
21,0.8777397274971008,0.7905737161636353,0.8318795561790466
22,0.8397925496101379,0.763659656047821,0.7999187111854553
23,0.8430366516113281,0.7768886089324951,0.808612048625946
24,0.8423452377319336,0.7544882893562317,0.7959998250007629
25,0.8485885858535767,0.7823042273521423,0.8140994310379028
26,0.8588249087333679,0.7716856598854065,0.8129267692565918
27,0.8543732762336731,0.7674895524978638,0.8086041808128357
28,0.8698223233222961,0.7632795572280884,0.8130755424499512
29,0.8452440500259399,0.7519941329956055,0.7958970069885254
30,0.8632707595825195,0.7539136409759521,0.8048946857452393
31,0.8932841420173645,0.7882063388824463,0.8374620676040649
32,0.894686222076416,0.8035265803337097,0.8466596603393555
33,0.860849916934967,0.7878289222717285,0.8227223753929138
34,0.8768547773361206,0.779668927192688,0.8254109621047974
35,0.864619791507721,0.7734882831573486,0.8165191411972046
36,0.8477844595909119,0.7606730461120605,0.801869809627533
37,0.8233020305633545,0.7355028390884399,0.7769297957420349
38,0.8547754287719727,0.7613174319267273,0.8053440451622009
39,0.8418105244636536,0.7766926288604736,0.8079416155815125
40,0.8105931282043457,0.7753703594207764,0.7925906181335449
41,0.8500356674194336,0.7715240120887756,0.8088791966438293
42,0.8965903520584106,0.8217355608940125,0.8575325608253479
43,0.8578183650970459,0.7661060094833374,0.8093724846839905
44,0.8553484678268433,0.7694697976112366,0.810139536857605
45,0.8509718179702759,0.7728922367095947,0.8100548982620239
46,0.8742470145225525,0.7536328434944153,0.809471607208252
47,0.8477161526679993,0.7615095973014832,0.8023038506507874
48,0.8419165015220642,0.7681995630264282,0.8033705353736877
49,0.8343907594680786,0.7711413502693176,0.8015201687812805
50,0.8649482727050781,0.7769489288330078,0.8185903429985046
51,0.8517938852310181,0.7757648229598999,0.8120036125183105
52,0.8742043972015381,0.7702228426933289,0.8189260959625244
53,0.8556733131408691,0.7780308723449707,0.8150070905685425
54,0.7931101322174072,0.7439773082733154,0.7677584886550903
55,0.839793860912323,0.7509796023368835,0.7929074168205261
56,0.8227052092552185,0.7636056542396545,0.7920545339584351
57,0.8527716398239136,0.7655484676361084,0.8068095445632935
58,0.8620502948760986,0.7614859342575073,0.8086535930633545
59,0.870194673538208,0.7959362268447876,0.8314105868339539
60,0.829918622970581,0.7888021469116211,0.8088381886482239
61,0.8230654001235962,0.7549684643745422,0.7875476479530334
62,0.8330438137054443,0.787964403629303,0.8098772764205933
63,0.835503339767456,0.749923586845398,0.7904037237167358
64,0.8660593032836914,0.781967043876648,0.8218677043914795
65,0.8456039428710938,0.7766199111938477,0.8096451163291931
66,0.8298345804214478,0.7639850378036499,0.7955495119094849
67,0.8439887762069702,0.7870675325393677,0.8145349621772766
68,0.8814901113510132,0.7721671462059021,0.8232149481773376
69,0.8520195484161377,0.7889924049377441,0.8192956447601318
70,0.866477370262146,0.7602167725563049,0.8098764419555664
71,0.8130571842193604,0.7587670087814331,0.7849745154380798
72,0.8215263485908508,0.7551767826080322,0.7869555354118347
73,0.8364284038543701,0.7699975967407227,0.8018394112586975
74,0.8647105693817139,0.7538964748382568,0.8055102229118347
75,0.8501904010772705,0.7832907438278198,0.8153706192970276
76,0.836525559425354,0.7663208246231079,0.7998856902122498
77,0.8543616533279419,0.7550168633460999,0.8016229867935181
78,0.852888822555542,0.7486127018928528,0.7973560094833374
79,0.8637491464614868,0.814561665058136,0.8384345769882202
80,0.8669950366020203,0.7878555655479431,0.8255329728126526
81,0.8772356510162354,0.7792383432388306,0.8253381848335266
82,0.8455653190612793,0.7704694271087646,0.806272566318512
83,0.8437239527702332,0.7709633111953735,0.8057042956352234
84,0.8748045563697815,0.7538650035858154,0.8098445534706116
85,0.8403709530830383,0.7619973421096802,0.7992674112319946
86,0.857537031173706,0.762412965297699,0.8071820735931396
87,0.8576803803443909,0.7845537066459656,0.8194889426231384
88,0.8491780757904053,0.7523375749588013,0.7978299260139465
89,0.8584199547767639,0.7447183728218079,0.7975370287895203
90,0.8772629499435425,0.8197875022888184,0.8475519418716431
91,0.8795644044876099,0.7823008894920349,0.8280864357948303
92,0.8514118194580078,0.7596238255500793,0.8029030561447144
93,0.8679279088973999,0.7830758094787598,0.8233214020729065
94,0.8953922986984253,0.808171808719635,0.8495491743087769
95,0.8256181478500366,0.7656461000442505,0.7945020198822021
96,0.8964532613754272,0.7901806235313416,0.8399689197540283
97,0.8691785335540771,0.7707102298736572,0.8169881105422974
98,0.8320074677467346,0.761252760887146,0.7950589656829834
99,0.8619601130485535,0.7770249843597412,0.8172917366027832
