idx,precision,recall,f1
0,0.8637387752532959,0.8039513826370239,0.8327733874320984
1,0.854774534702301,0.7504390478134155,0.7992159724235535
2,0.8232332468032837,0.7522895336151123,0.7861641645431519
3,0.8047164678573608,0.7680075168609619,0.7859335541725159
4,0.8882534503936768,0.7424054145812988,0.8088070154190063
5,0.8455155491828918,0.784702479839325,0.8139747381210327
6,0.8799954056739807,0.7830708622932434,0.8287087678909302
7,0.873440146446228,0.7886003255844116,0.8288549184799194
8,0.7770980596542358,0.7606720328330994,0.7687973976135254
9,0.756496787071228,0.7344613075256348,0.745316207408905
10,0.796430230140686,0.7461603879928589,0.770476222038269
11,0.8073540925979614,0.8057793974876404,0.8065659999847412
12,0.7887962460517883,0.7900989055633545,0.7894470691680908
13,0.8668298721313477,0.7720456719398499,0.8166968822479248
14,0.7611655592918396,0.7839497327804565,0.7723896503448486
15,0.8831627368927002,0.8003487586975098,0.8397188782691956
16,0.8543740510940552,0.8008763194084167,0.8267607092857361
17,0.8350511193275452,0.7775875329971313,0.805295467376709
18,0.8878777027130127,0.8128939867019653,0.8487328886985779
19,0.8865065574645996,0.7664012312889099,0.822090208530426
20,0.8815200924873352,0.765376091003418,0.8193527460098267
21,0.8806179761886597,0.8092838525772095,0.843445360660553
22,0.7335392236709595,0.738529622554779,0.7360259294509888
23,0.7631938457489014,0.7750168442726135,0.7690598964691162
24,0.7608402371406555,0.7326276898384094,0.7464674711227417
25,0.8283535838127136,0.8197641372680664,0.8240364193916321
26,0.8623493909835815,0.7726038694381714,0.8150134682655334
27,0.8447180986404419,0.7425574064254761,0.7903501391410828
28,0.901943564414978,0.7741678953170776,0.8331853747367859
29,0.8135925531387329,0.7728365659713745,0.7926909923553467
30,0.8768798112869263,0.7797669172286987,0.8254770040512085
31,0.8933266401290894,0.7940988540649414,0.8407952785491943
32,0.8397223949432373,0.8197561502456665,0.8296191692352295
33,0.8289510011672974,0.7787518501281738,0.8030677437782288
34,0.8488914966583252,0.8054388761520386,0.8265944719314575
35,0.8382454514503479,0.7987356781959534,0.8180137276649475
36,0.7785876393318176,0.7410102486610413,0.7593343257904053
37,0.8629721403121948,0.7740424871444702,0.816091775894165
38,0.801556408405304,0.7869443297386169,0.7941831946372986
39,0.892685055732727,0.7649705410003662,0.8239079117774963
40,0.8544940948486328,0.7843950986862183,0.8179454207420349
41,0.7195963859558105,0.7504662275314331,0.734707236289978
