idx,rouge1_recall,rouge2_recall,rougeL_recall
0,0.09876543209876543,0.0375,0.07407407407407407
1,0.11805555555555555,0.06993006993006994,0.09027777777777778
2,0.06293706293706294,0.02112676056338028,0.06293706293706294
3,0.10185185185185185,0.037383177570093455,0.05555555555555555
4,0.04,0.0,0.02666666666666667
5,0.033783783783783786,0.02040816326530612,0.033783783783783786
6,0.05925925925925926,0.022388059701492536,0.05185185185185185
7,0.048484848484848485,0.018292682926829267,0.04242424242424243
8,0.041666666666666664,0.02097902097902098,0.041666666666666664
9,0.03680981595092025,0.012307692307692308,0.027607361963190184
10,0.043076923076923075,0.033950617283950615,0.027692307692307693
11,0.0963855421686747,0.04878048780487805,0.0963855421686747
12,0.046153846153846156,0.0,0.03076923076923077
13,0.05405405405405406,0.0410958904109589,0.05405405405405406
14,0.09523809523809523,0.03225806451612903,0.06349206349206349
15,0.1509433962264151,0.057692307692307696,0.11320754716981132
16,0.058823529411764705,0.04477611940298507,0.058823529411764705
17,0.08771929824561403,0.017857142857142856,0.05263157894736842
18,0.109375,0.047619047619047616,0.109375
19,0.054945054945054944,0.022099447513812154,0.04395604395604396
20,0.01,0.0,0.01
21,0.10465116279069768,0.047058823529411764,0.08139534883720931
22,0.06923076923076923,0.023255813953488372,0.06923076923076923
23,0.04195804195804196,0.007042253521126761,0.04195804195804196
24,0.05755395683453238,0.02888086642599278,0.046762589928057555
25,0.08695652173913043,0.022222222222222223,0.06521739130434782
26,0.03501945525291829,0.0234375,0.03501945525291829
27,0.12,0.04054054054054054,0.08
28,0.029411764705882353,0.011834319526627219,0.029411764705882353
29,0.02643171806167401,0.008849557522123894,0.013215859030837005
30,0.05128205128205128,0.03225806451612903,0.04487179487179487
31,0.14285714285714285,0.043478260869565216,0.08571428571428572
32,0.1702127659574468,0.08695652173913043,0.14893617021276595
33,0.0873015873015873,0.032,0.03968253968253968
34,0.0673076923076923,0.019417475728155338,0.057692307692307696
35,0.0707070707070707,0.02040816326530612,0.050505050505050504
36,0.027522935779816515,0.0,0.027522935779816515
37,0.05555555555555555,0.006211180124223602,0.024691358024691357
38,0.03389830508474576,0.017045454545454544,0.03389830508474576
39,0.09,0.010101010101010102,0.06
40,0.08849557522123894,0.017857142857142856,0.05309734513274336
41,0.043478260869565216,0.021897810218978103,0.043478260869565216
42,0.2857142857142857,0.0975609756097561,0.21428571428571427
43,0.10909090909090909,0.0,0.07272727272727272
44,0.06289308176100629,0.012658227848101266,0.0440251572327044
45,0.025423728813559324,0.0,0.025423728813559324
46,0.06666666666666667,0.0223463687150838,0.03333333333333333
47,0.03571428571428571,0.0,0.026785714285714284
48,0.10344827586206896,0.023255813953488372,0.09195402298850575
49,0.05084745762711865,0.008547008547008548,0.05084745762711865
50,0.109375,0.031746031746031744,0.09375
51,0.05952380952380952,0.0,0.047619047619047616
52,0.034482758620689655,0.017316017316017316,0.03017241379310345
53,0.06363636363636363,0.027522935779816515,0.06363636363636363
54,0.029197080291970802,0.007352941176470588,0.021897810218978103
55,0.030120481927710843,0.0,0.018072289156626505
56,0.10810810810810811,0.03636363636363636,0.07207207207207207
57,0.07462686567164178,0.03007518796992481,0.05970149253731343
58,0.04739336492890995,0.014285714285714285,0.04265402843601896
59,0.10204081632653061,0.030927835051546393,0.08163265306122448
60,0.10416666666666667,0.02127659574468085,0.0625
61,0.043478260869565216,0.01875,0.037267080745341616
62,0.02631578947368421,0.0,0.02631578947368421
63,0.046875,0.020942408376963352,0.046875
64,0.046511627906976744,0.023529411764705882,0.03488372093023256
65,0.06542056074766354,0.02830188679245283,0.06542056074766354
66,0.07692307692307693,0.02586206896551724,0.05128205128205128
67,0.11363636363636363,0.0,0.09090909090909091
68,0.08256880733944955,0.037037037037037035,0.06422018348623854
69,0.15,0.05128205128205128,0.1
70,0.04242424242424243,0.024390243902439025,0.03636363636363636
71,0.029239766081871343,0.011764705882352941,0.017543859649122806
72,0.01485148514851485,0.009950248756218905,0.01485148514851485
73,0.07627118644067797,0.02564102564102564,0.059322033898305086
74,0.07194244604316546,0.021739130434782608,0.05755395683453238
75,0.030303030303030304,0.01020408163265306,0.030303030303030304
76,0.031055900621118012,0.0125,0.024844720496894408
77,0.0546448087431694,0.02197802197802198,0.04918032786885246
78,0.05485232067510549,0.0211864406779661,0.029535864978902954
79,0.1111111111111111,0.02857142857142857,0.1111111111111111
80,0.03333333333333333,0.0,0.03333333333333333
81,0.09655172413793103,0.041666666666666664,0.06896551724137931
82,0.04938271604938271,0.006211180124223602,0.030864197530864196
83,0.1348314606741573,0.07954545454545454,0.12359550561797752
84,0.048582995951417005,0.02032520325203252,0.03643724696356275
85,0.07142857142857142,0.024096385542168676,0.05952380952380952
86,0.08270676691729323,0.022727272727272728,0.06015037593984962
87,0.15,0.0,0.075
88,0.05113636363636364,0.011428571428571429,0.045454545454545456
89,0.03557312252964427,0.023809523809523808,0.03557312252964427
90,0.18181818181818182,0.09375,0.12121212121212122
91,0.1044776119402985,0.06060606060606061,0.1044776119402985
92,0.02072538860103627,0.0,0.015544041450777202
93,0.0449438202247191,0.011363636363636364,0.0449438202247191
94,0.18032786885245902,0.11666666666666667,0.16393442622950818
95,0.017857142857142856,0.004484304932735426,0.013392857142857142
96,0.16883116883116883,0.07894736842105263,0.07792207792207792
97,0.06993006993006994,0.035211267605633804,0.04895104895104895
98,0.047619047619047616,0.019230769230769232,0.02857142857142857
99,0.09345794392523364,0.02830188679245283,0.07476635514018691
